wallsMaterial;floorNumber;floorsTotal;totalArea;kitchenArea;latitude;longitude;price
monolith;2;12;84;2016;43.215617;76.903074;377 536
monolith;3;10;124.2;2016;43.215617;76.903074;281 804
monolith;3;10;124.2;2016;43.215617;76.903074;281 804
block;6;9;58;2005;43.214362;76.854151;293 104
block;8;9;58.6;2005;43.21287;76.854358;281 570
block;7;9;58.6;2005;43.21287;76.854349;319 113
block;2;5;40.8;2006;43.36206;76.992088;210 785
block;9;12;56.2;2015;43.223474;76.89498;291 799
block;6;12;51.9;2015;43.223297;76.894315;325 000
block;9;21;83.6;2012;43.247349;76.869629;256 705
block;1;4;34.8;2013;43.278841;76.826618;258 621
block;2;5;50.3;2015;43.332781;76.948322;220 000
block;8;17;33.3;2009;43.206773;76.885009;450 451
block;5;5;35.2;2015;43.333732;76.948879;220 000
block;3;12;61.3;2015;43.204354;76.871309;288 000
block;8;12;69.8;2015;43.203152;76.871767;288 000
block;9;12;41.8;2015;43.223297;76.894315;320 000
block;15;18;73.5;2011;43.245399;76.876942;249 143
block;11;12;51.2;2015;43.223474;76.894971;320 000
block;1;5;52;2015;43.20536;76.858418;220 000
block;4;5;59.1;2011;43.279288;76.820231;232 657
block;6;12;55.2;2015;43.223297;76.894315;335 000
block;12;12;55.6;2015;43.223474;76.894971;323 742
block;1;17;66.1;2014;43.21241;76.844459;316 188
block;12;12;85;2015;43.223474;76.894971;313 648
block;1;9;36;2015;43.266737;76.892527;230 000
block;1;9;34.4;2015;43.26639;76.892483;230 000
block;11;12;51.9;2015;43.223297;76.894315;320 000
block;1;5;52.1;2015;43.333725;76.94887;220 000
block;10;12;41.7;2015;43.223297;76.894315;323 837
block;5;5;33.9;2015;43.333384;76.948654;220 000
block;9;12;40.9;2015;43.223474;76.894971;320 000
block;12;21;64.6;2011;43.247237;76.868426;247 679
block;4;9;67.5;2011;43.249956;76.895393;230 000
block;9;9;71.8;2011;43.249956;76.895393;239 611
block;12;12;82.7;2015;43.204137;76.872118;280 000
block;8;9;108.7;2011;43.268825;76.962919;363 202
block;3;9;55.8;2015;43.26639;76.892483;230 000
block;8;12;59.9;2015;43.203152;76.871767;286 692
block;2;6;37.6;2013;43.300431;76.835404;159 575
block;17;2;110.7;2013;43.212108;76.843093;289 070
block;2;9;56.4;2005;43.265352;76.89993;230 497
block;9;17;68.5;2016;43.213777;76.872531;300 000
block;7;9;76.2;2015;43.266737;76.892527;230 000
block;5;17;46.1;2016;43.213777;76.872531;300 000
block;5;21;118.1;2011;43.247237;76.868426;241 731
block;3;10;52.3;2007;43.225537;76.890237;286 807
block;8;9;75.2;2015;43.26639;76.892483;230 000
block;4;12;80.5;2015;43.203631;76.872297;167 702
block;3;9;51;2011;43.249956;76.895393;319 608
block;7;9;78.1;2015;43.26639;76.892483;230 001
block;10;17;46.6;2016;43.213777;76.87254;300 000
block;3;6;95.1;2011;43.19376;76.909389;440 589
block;3;16;71.4;2013;43.207219;76.885808;376 751
block;1;9;79.7;2014;43.266028;76.892141;181 933
block;9;12;133.5;2015;43.204354;76.8713;248 664
block;15;17;69.1;2016;43.213777;76.872531;280 000
block;6;6;112.7;2012;43.225872;76.843866;230 701
block;6;10;37.8;2017;43.265884;76.961374;340 353
block;9;12;35.5;2015;43.270565;76.839715;338 029
block;11;12;75.4;2013;43.243527;76.853406;305 040
block;12;17;46.5;2016;43.213777;76.872531;300 000
block;2;9;56.4;2006;43.214723;76.849049;342 199
block;8;17;72.4;2015;43.236408;76.892698;310 000
block;5;17;87.3;2015;43.235948;76.89277;330 000
block;8;9;79.9;2005;43.21287;76.854349;285 357
block;13;17;68.8;2016;43.213777;76.872531;300 000
block;2;17;89.7;2015;43.235935;76.892752;310 000
block;13;17;114.1;2013;43.212246;76.843839;236 635
block;15;17;82.1;2009;43.206773;76.885;356 882
block;7;13;50.4;2015;43.273105;76.929403;360 000
block;7;10;37.8;2017;43.265904;76.961356;410 053
block;6;9;119.2;2014;43.225412;76.954691;412 408
block;11;13;53.1;2015;43.261335;76.930894;357 816
block;9;10;42.8;2017;43.265884;76.961374;327 103
block;6;13;47.2;2015;43.261335;76.930894;370 000
block;2;3;44.1;2012;43.287262;76.923187;256 236
block;15;17;75.1;2015;43.235948;76.89277;310 000
block;2;6;32.9;2013;43.300431;76.835404;221 885
block;5;17;84.5;2016;43.213777;76.87254;307 338
block;4;5;33.4;2013;43.200576;76.880041;314 372
block;2;9;78.1;2006;43.226667;76.845204;313 701
block;2;9;78.1;2006;43.226667;76.845204;313 701
block;2;4;68;2015;43.279563;76.826726;185 000
block;3;4;47;2015;43.279563;76.826726;185 000
block;5;7;38.5;2007;43.360454;76.994334;246 754
block;3;4;46.9;2015;43.279563;76.826726;184 606
block;2;4;46.9;2015;43.279563;76.826726;185 000
block;2;4;88.8;2015;43.26981;76.820797;185 000
block;1;4;46.8;2015;43.279563;76.826726;185 000
block;1;4;88.8;2015;43.279563;76.826726;185 000
block;1;7;62.8;2007;43.360454;76.994334;207 007
block;3;5;44.3;2013;43.200576;76.880041;329 572
block;1;4;84.6;2014;43.279419;76.825989;186 762
block;5;5;67.8;2013;43.28041;76.824112;169 617
block;7;9;72.8;2006;43.239508;76.824309;219 781
block;5;5;63.9;2008;43.356324;76.91918;179 969
block;7;9;94.7;2007;43.362486;76.993714;186 907
block;1;5;35.7;2011;43.278467;76.82068;224 090
block;3;4;69.5;2013;43.276879;76.818273;210 072
block;2;9;55.4;2006;43.239803;76.824507;285 199
block;3;5;35.9;2012;43.356305;76.920339;194 987
block;3;5;39.4;2008;43.357367;76.924148;203 046
block;4;5;67.9;2013;43.28041;76.824112;220 914
block;5;16;48.2;2016;43.269015;76.946974;313 500
block;3;16;48.9;2016;43.269015;76.946974;313 500
block;7;9;73.4;2006;43.23981;76.824516;267 030
block;5;16;63.7;2016;43.269015;76.946974;313 500
block;9;16;48.5;2016;43.269015;76.946974;313 500
block;2;3;27;2012;43.30175;76.900891;266 667
block;2;12;79.7;2007;43.2199;76.841476;301 130
block;2;5;62.2;2008;43.356639;76.924489;176 849
block;2;3;103.6;2011;43.197066;76.848672;318 533
block;4;9;88.2;2014;43.272429;76.892779;206 350
block;5;9;46.6;2013;43.2657;76.965147;349 786
block;1;12;104.6;2007;43.2199;76.841476;248 566
block;5;10;57.6;2012;43.214552;76.854798;217 882
block;5;5;57.8;1980;43.244381;76.89091;259 516
block;2;5;56.2;1974;43.262129;76.92731;266 904
block;1;9;55.1;1989;43.196245;76.892833;326 679
block;5;5;53.9;1989;43.271628;76.934128;222 635
block;12;12;57.5;2016;43.264033;76.819962;248 696
block;9;9;92;2005;43.287262;76.923187;152 174
block;6;12;34;2016;43.264151;76.820509;250 000
block;11;12;58.8;2016;43.264144;76.820501;261 055
block;5;12;57.1;2017;43.263311;76.820896;239 650
block;7;14;64.2;2013;43.235403;76.898366;440 810
block;6;7;98.1;2015;43.226082;76.885934;257 391
block;6;6;46.1;2015;43.311918;76.89639;224 995
block;4;6;33.7;2014;43.31117;76.89675;267 063
block;5;5;48.1;2015;43.20536;76.858418;220 000
block;3;7;44.1;2016;43.311564;76.897702;226 758
block;2;6;45.9;2016;43.311564;76.897702;224 401
block;5;10;58.8;2015;43.198657;76.874965;289 116
block;6;10;95.6;2014;43.222055;76.851726;288 703
block;7;10;47.4;2014;43.222049;76.851726;301 688
block;3;17;48;2016;43.212903;76.871327;300 000
block;7;17;48.1;2016;43.212903;76.871327;300 000
block;5;9;43.9;2016;43.238194;76.863233;285 000
block;7;17;48.3;2016;43.212903;76.871327;300 000
block;7;17;67.8;2016;43.212903;76.871336;241 888
block;5;6;45.7;2015;43.311918;76.89639;218 819
block;8;17;48.3;2016;43.212903;76.871327;300 000
block;7;13;80.1;2015;43.227829;76.938997;249 688
block;9;9;44.6;2016;43.238194;76.863224;285 000
block;4;5;68.4;2012;43.278375;76.82183;199 562
block;1;6;31.9;2014;43.311643;76.895914;246 000
block;5;12;49.7;2007;43.2199;76.841476;272 838
block;1;5;61.4;2008;43.287262;76.923187;423 453
block;3;12;41.4;2015;43.223297;76.894315;325 000
block;5;9;106.4;2014;43.225412;76.954691;516 918
block;5;9;106.4;2014;43.225412;76.954691;516 918
block;3;9;74.7;2005;43.265654;76.899723;323 829
block;8;10;65.9;2004;43.208159;76.861527;283 764
block;1;9;57.4;2006;43.217916;76.836167;304 879
block;4;5;33.4;2013;43.200569;76.880032;389 222
block;10;12;81.7;2015;43.203999;76.871354;206 561
block;7;13;108.5;2015;43.227829;76.938997;435 000
block;4;5;49.9;2015;43.332781;76.948322;220 000
block;10;12;112;2015;43.203999;76.871354;270 000
block;7;9;54.7;2005;43.2653;76.898717;219 379
block;8;9;87.7;2014;43.272422;76.89277;193 843
block;2;12;52.4;2015;43.223297;76.894315;320 000
block;2;12;52.4;2015;43.223297;76.894315;320 000
block;9;9;82.9;2015;43.257513;76.934461;255 127
block;9;9;82.9;2015;43.257513;76.934461;255 127
block;5;5;54.2;2015;43.332774;76.948322;220 000
block;4;5;49.1;2015;43.205347;76.858427;220 000
block;9;12;41.4;2015;43.223297;76.894315;320 000
block;8;12;52.1;2015;43.223297;76.894315;320 000
block;1;12;42.4;2015;43.223297;76.894315;320 000
block;1;5;50.4;2015;43.332774;76.948322;220 000
block;3;12;50.9;2015;43.223297;76.894315;320 000
block;11;12;35.3;2015;43.270565;76.839715;305 950
brick;3;5;32.3;1987;43.215025;76.898483;458 948
brick;3;2;34;1985;43.300536;76.986303;288 133
brick;14;7;72.3;2004;43.204867;76.876726;338 368
brick;5;5;48.1;1990;43.302635;76.924885;269 439
brick;5;5;50;1987;43.243625;76.900163;360 000
brick;9;9;74.2;1992;43.217358;76.838512;296 496
brick;5;5;70.7;1981;43.245589;76.919998;311 174
brick;4;5;110.8;1994;43.21925;76.835637;216 607
brick;2;4;56.1;1971;43.20486;76.876717;351 159
brick;1;5;51.6;1985;43.343436;76.973304;232 559
brick;5;5;68.5;1994;43.257152;76.912946;343 066
brick;5;5;52.1;1979;43.222712;76.894989;306 718
brick;5;5;43.7;1989;43.359497;76.990857;205 950
brick;2;5;64.8;1968;43.245103;76.950514;359 723
brick;4;5;73.9;1980;43.251762;76.906927;338 295
brick;3;5;41.8;1977;43.253147;76.906541;322 967
brick;2;3;49.6;1984;43.287262;76.923187;120 968
brick;2;5;52.7;1994;43.203171;76.887138;341 556
brick;3;3;64.2;1973;43.335404;76.950765;208 723
brick;2;2;33.4;1978;43.196764;76.812865;239 521
brick;4;4;46.4;1967;43.209375;76.867446;258 621
brick;2;5;89.7;1972;43.227764;76.903792;355 597
brick;2;2;60.9;1973;43.177747;76.971453;138 690
brick;1;5;71.9;1978;43.242417;76.901511;347 706
brick;3;4;44.5;1971;43.218475;76.896624;292 135
brick;4;5;60.9;2010;43.29467;76.94189;193 761
brick;2;2;31.6;1974;43.175315;76.870474;189 874
brick;4;4;40.7;1972;43.242929;76.83959;184 276
brick;1;3;58.7;1969;43.353912;76.924921;136 287
brick;3;3;66.6;1973;43.35502;76.950082;189 190
brick;9;9;95.8;2001;43.219388;76.838916;292 276
brick;2;5;33.3;1985;43.347593;76.965489;210 211
brick;2;5;51.2;1984;43.357871;77.153353;390 625
brick;2;5;60.4;1982;43.271004;76.938288;182 120
brick;3;5;106.2;1987;43.221832;76.888934;296 611
brick;9;9;84.7;2005;43.212239;76.852175;283 354
brick;3;5;53.3;1991;43.207883;76.860925;262 665
brick;4;4;44;1972;43.219795;76.954502;306 819
brick;4;5;32.4;1981;43.228224;76.894324;302 470
brick;4;5;67.2;1987;43.222213;76.891045;342 262
brick;4;5;31.4;1985;43.249135;76.906487;350 319
brick;5;5;51.2;1988;43.255327;76.935233;341 797
brick;3;5;60.4;2005;43.303272;76.925406;231 789
brick;3;5;38.8;2006;43.304938;76.923897;257 732
brick;3;3;70.4;1980;43.303121;76.987551;241 478
brick;2;5;51.9;1980;43.211083;76.86883;254 336
brick;4;5;44579;1976;43.245904;76.911805;331 492
brick;4;5;49.7;1976;43.209276;76.870258;301 811
brick;9;9;69;1994;43.236736;76.82316;257 247
brick;5;5;43.9;1988;43.289099;76.929825;227 791
brick;3;5;50.8;1990;43.218409;76.839985;313 780
brick;3;5;50.8;1990;43.218409;76.839985;313 780
brick;3;5;50.8;1990;43.218409;76.839985;313 780
brick;5;5;34.2;1981;43.235974;76.91503;345 030
brick;3;5;35.8;1991;43.21678;76.837245;335 196
brick;2;5;52.6;1980;43.236552;76.905787;334 601
brick;1;5;66.6;1991;43.245661;76.915084;225 226
brick;4;5;69.4;1990;43.209644;76.899444;353 026
brick;4;5;33.8;1977;43.252681;76.908949;410 060
brick;7;7;82.4;1974;43.292944;76.838134;266 991
brick;5;5;67.9;1991;43.248977;76.925235;285 715
brick;3;6;71.6;1988;43.226161;76.846606;307 263
brick;9;9;44.4;1994;43.236736;76.82316;180 181
brick;5;5;50.3;1983;43.248078;76.911823;318 092
brick;1;3;33.5;1979;43.248144;76.838134;280 598
brick;4;5;36.7;1980;43.248544;76.914096;286 104
brick;4;5;42.9;1989;43.21107;76.915021;353 380
brick;3;5;51.5;1976;43.25729;76.934712;407 767
brick;2;5;32.2;1987;43.342243;76.941045;186 336
brick;5;5;68.3;1977;43.263554;76.952346;278 185
brick;2;2;45.9;1970;43.266422;76.860233;213 508
brick;9;9;49.8;1993;43.242732;76.934721;301 205
brick;3;6;72.9;1993;43.304472;76.926349;245 542
brick;4;20;70.6;2007;43.243934;76.876088;290 369
brick;2;5;62.6;1984;43.23891;76.831298;251 598
brick;4;5;38.8;2006;43.30667;76.923915;244 846
brick;3;4;36;1969;43.23849;76.913027;222 223
brick;2;5;55.9;1976;43.224939;76.889877;330 949
brick;3;5;54.4;1985;43.198111;76.907233;367 648
brick;2;5;49.9;1976;43.200911;76.841979;224 449
brick;2;5;78.3;2010;43.29467;76.94189;204 343
brick;1;4;42.4;1967;43.222232;76.96442;353 774
brick;1;2;76.8;1977;43.181942;76.805606;184 896
brick;4;4;44732;1969;43.212601;76.88067;194 175
brick;4;5;49.6;1985;43.186333;76.865614;362 904
brick;4;5;49.7;1982;43.260731;76.932386;336 017
brick;2;5;35.7;1977;43.226778;76.911671;252 101
brick;3;9;70.5;1994;43.236736;76.82316;283 688
brick;5;5;32.5;1987;43.205563;76.905499;323 077
brick;4;4;52.1;1978;43.201443;76.842644;264 876
brick;4;5;98;1980;43.211083;76.86883;238 239
brick;4;5;53.5;1986;43.255137;76.861419;242 991
brick;1;3;33.2;1978;43.297761;76.952014;292 169
brick;3;5;70.5;1984;43.226811;76.933203;429 788
brick;5;5;53.8;1977;43.246962;76.940453;371 748
brick;2;5;50.5;1993;43.267079;76.956254;366 337
brick;4;5;35;1992;43.208343;76.835475;295 715
brick;4;5;36;1990;43.217535;76.840317;291 667
monolith;6;9;80.5;2010;43.253042;76.825271;149 069
monolith;7;9;105.6;2014;43.233281;76.853154;247 000
monolith;11;18;65;2012;43.241892;76.877508;268 708
monolith;9;4;44.6;2014;43.233005;76.852175;260 000
monolith;11;12;70.1;2013;43.231252;76.885835;323 785
monolith;4;9;49.6;2014;43.233005;76.852175;260 000
monolith;3;18;62.9;2012;43.241892;76.877508;275 333
monolith;9;2;51.7;2014;43.226667;76.845204;188 354
monolith;9;8;52.6;2014;43.233005;76.852175;300 000
monolith;5;13;65.2;2013;43.231055;76.831038;235 625
monolith;18;9;71.7;2012;43.241892;76.877508;248 703
monolith;8;10;62;2015;43.243731;76.835916;262 186
monolith;9;9;48.3;2014;43.233005;76.852175;300 000
monolith;2;10;61.4;2015;43.243731;76.835916;302 932
monolith;5;9;44730;2014;43.255445;76.923429;403 226
monolith;9;12;44804;2000;43.239147;76.826358;320 755
monolith;8;12;36.2;2000;43.239147;76.826358;303 868
monolith;5;10;61.1;2015;43.243724;76.835907;270 000
monolith;7;12;55.2;2015;43.223297;76.894315;325 000
monolith;10;16;107.6;2013;43.23089;76.790102;133 829
monolith;4;9;45.5;2010;43.243363;76.813575;255 143
monolith;17;18;61.6;2011;43.245399;76.876942;248 572
monolith;10;10;61.4;2015;43.243731;76.835916;258 958
monolith;1;16;82.2;2012;43.220754;76.795878;169 088
monolith;1;16;82.2;2012;43.220754;76.795878;169 088
monolith;2;7;45.3;2015;43.311741;76.897037;256 248
monolith;1;18;55.5;2012;43.241892;76.877508;342 343
monolith;4;12;52.8;2009;43.226667;76.845204;227 273
monolith;17;18;63.6;2011;43.245399;76.876942;250 567
monolith;2;12;52.8;1995;43.241642;76.833319;284 091
monolith;15;16;62.1;2013;43.231508;76.88491;328 761
monolith;6;9;58.6;2007;43.226667;76.845204;443 687
monolith;17;18;73;2011;43.245399;76.876942;248 877
monolith;17;17;68.2;2014;43.212594;76.845222;294 456
monolith;15;16;49.7;2014;43.214953;76.874103;442 656
monolith;8;13;131.3;2015;43.22622;76.934901;450 000
monolith;2;16;73.7;2012;43.230345;76.790506;182 361
monolith;9;9;51.2;2010;43.253003;76.826052;175 782
monolith;12;12;74.6;2015;43.231298;76.875792;364 000
monolith;7;15;123.8;2011;43.215446;76.883931;242 327
monolith;1;16;88;2012;43.230628;76.789715;177 273
monolith;16;16;86;2013;43.231508;76.884901;305 156
monolith;3;9;55;2007;43.179864;76.867851;421 091
monolith;5;5;39.4;2008;43.357858;76.924193;177 665
monolith;15;16;87.6;2013;43.231508;76.88491;305 325
monolith;2;16;160.6;2012;43.225951;76.792823;127 647
monolith;13;14;85.9;2013;43.23139;76.885323;305 160
monolith;16;16;98;2012;43.23089;76.790102;132 654
monolith;15;18;73;2011;43.245399;76.876942;248 548
monolith;1;5;80.9;2015;43.285831;77.001781;240 000
monolith;6;16;63.4;2012;43.230628;76.789715;166 247
monolith;9;9;66.4;2010;43.244249;76.815111;240 964
monolith;2;16;63.4;2012;43.220754;76.795878;165 616
monolith;7;9;98.2;2014;43.226667;76.845204;184 500
monolith;11;16;63;2012;43.230628;76.789715;165 080
monolith;9;9;65.7;2010;43.241898;76.815479;304 141
monolith;2;5;40.1;2008;43.355158;76.925271;201 996
monolith;8;12;96;2013;43.232178;76.789616;135 000
monolith;7;12;38.2;1997;43.240644;76.828082;261 781
monolith;10;13;129.3;2010;43.215341;76.88261;270 689
monolith;3;11;74;2009;43.220584;76.842815;297 298
monolith;6;18;125.3;2012;43.241892;76.877508;247 087
monolith;6;9;45.4;2010;43.242857;76.813566;264 318
monolith;2;5;63.9;2008;43.356305;76.921561;208 905
monolith;14;16;44.5;2012;43.230345;76.790506;220 225
monolith;5;9;68.6;2008;43.232106;76.799651;227 610
monolith;4;18;58.5;2011;43.244873;76.876259;273 505
monolith;2;5;76.9;2007;43.357281;76.951655;221 067
monolith;16;16;93.4;2012;43.230345;76.790506;161 288
monolith;8;9;106.6;2014;43.233005;76.852175;265 000
monolith;10;12;144.2;2012;43.225951;76.792823;166 436
monolith;2;5;117.5;2015;43.285831;77.001781;195 745
monolith;3;5;51.1;2008;43.288174;77.002589;279 844
monolith;3;5;73.9;2015;43.285831;77.001781;197 565
